,asin,overall,reviewerID,reviewText,summary,ReviewTag
3267,B00001W0J3,1.0,AIDSFVTUI74FI,the costume looks adorable but its not. its made so cheaply! the sleeves are mesh and so uncomfortable. the bottom of the sleeve had elastic i guess so it can look poofy but it was so tight on her arms it made a mark. i had to return it. the skirt part had no body to it. it had no tafeta. i don't recommend it. i ended up buying one drectly from disney store and that one was soooooooooo adorable!!,not as pictured at all!!,Negative
20198,B0000865JR,1.0,A30P6Z3V11VMSB,These ripped the very first time I pulled them on.  Had to throw them right in the trash two minutes after I got them out of the package.  Bummer. :C,These ripped the very first time I pulled them on ...,Negative
18137,B00007GDAL,2.0,ARR09ECNPVIHX,Slots so tight on the license side (with the see-through plastic piece) that I couldn't insert anything on that flap horizontally because I couldn't get them out again without a struggle. Leather never seemed to stretch or soften. Last straw was metal frame of the change purse fell off after 1 month - the change part didn't even have that much in it!  Very disappointing.,Pretty but disappointing,Negative
20199,B0000865JR,2.0,A2IZRDVO4Y0NXW,Not long enougb. I am 5 ft 9 and the size I got was supposed to fit up to 6 ft. Nope.,Not good for tall People,Negative
20757,B0000865II,1.0,A1GANAJZ5VRMD3,No support very flimsy,One Star,Negative
12598,B00006XXGO,2.0,A25DT44UYNZFEO,"The shoes fit fine, but I'd like the same length shoe laces please!!",Different length shoe laces,Negative
3273,B00002243H,2.0,AON3UODBC1M7L,"it is not the original. Smaller, different material, colors not as rich, shoulder strap is and looks narrow and cheap. Workmanship is good.",Workmanship is good.,Negative
26206,B0000891KM,1.0,A39DQD4C1MV6O8,"So cheaply made. Ran as I was putting them on. They were the right size and it was no struggle at all, they're just so cheaply made my finger went right through them. Throw money out the window-it'll be less frustrating than purchasing these.",Complete waste of money,Negative
7394,B00006XXGO,2.0,AS8UY5J00MXR8,The Chuck'e are .5 size larger than other pairs of sneakers. Order a .5 size smaller when purchasing.,The Chuck'e are. 5 size larger than other pairs ...,Negative
27390,B000089V7W,1.0,A2DH3UI7TAO19U,"I received two different sizes and 2 left feet.  I did get a refund, but that's not what I wanted. I wanted the shoes",I received two different sizes and 2 left feet. ...,Negative
20774,B0000865II,1.0,ADGMNTSHN6YOZ,"The fit is very good. And the elasticity is just right.  But the design on the back side is terrible. Rather than a seam down the middle, there are two seams along the bum. Sitting for long periods of time (like at work) causes some serious pinching and irritation on the cheeks.  Won't ever buy these again.  Plus had a run on one foot before noon.",The fit is very good. And the elasticity is just right,Negative
18110,B00007GDAL,1.0,A2QP1VK6YBDYIJ,This wallet's clasp broke the first day I used it.  The quality of the wallet was awful.  This was the fakest vinyl I have very seen inside the wallet and outside.  I've sent it back.  Don't waste your time on this item.  Maybe this is a knockoff...really poor quality and workmanship!,Piece of crap for your money,Negative
7432,B00006XXGO,1.0,A2JRYR5OONTLBV,not comfortable at all,not for me,Negative
11466,B00006XXGO,2.0,A1RUD1KC343UOS,It's way to big,Two Stars,Negative
3207,B00001W0GC,1.0,A3BSOIKO9VQDIM,"I ordered this costume for my five-year-old, 46 lb, size 5T, 43 inch tall son, and it is horribly small. I am so disappointed since we just got it today and Halloween is next week. If you have a 2-3 year old, this costume might work, but it will definitely not fit the size stated on the costume guide.",Way too small!,Negative
20787,B0000865JR,1.0,A1GANAJZ5VRMD3,No support very flimsy,One Star,Negative
3209,B00001W0J3,2.0,AB9XOOVHMTQTR,"As cute as it looks in the picture, but be prepared for your toddler to complain about the itchiness and for all those pretty little red sequins to fall off all over your house and cling to everything you own, causing you to pick them off random surfaces for the next several months.",Get what you pay for,Negative
7429,B00006XXGO,2.0,A1Z2OEK0HCB3SN,"Narrow , is a clique product , no foot support .",Mousepad for feet,Negative
3211,B00001W0J3,2.0,A337EJFUCW3CO8,The material is of poor quality.,Disappointed with the quality of the dress,Negative
18093,B00007GDAL,1.0,A2ZJZ2IAJX960B,Want to return. Not what I expected.,One Star,Negative
18094,B00007GDAL,2.0,A2RDANRA56L035,Have always used this for years. Last two times within 6 months won't  keep the credit cards in place. They just fall way down in slots so you can't see them and hard to get at.,No longer what it used to be,Negative
3215,B00001W0J3,1.0,AZ3O56WLT4CYO,I hate it,One Star,Negative
11464,B00006XXGO,1.0,A16YJZRY0EO01W,Wrong size,One Star,Negative
20189,B0000865JR,1.0,A2BJJ3G3GM3YI7,It didn't take much effort for the stockings to rip apart.,Tore Easily,Negative
20782,B0000865JR,2.0,A2EYGUL77NNFWT,average height ladies does not work.....poor fitting....ok but not a good fit .....would not buy again,Not a good fit,Negative
27407,B000089V7W,2.0,A3KIF7PBC1S9N0,too big,Two Stars,Negative
23871,B000087S01,1.0,ANXRQR8N8YXAK,Too small for me,One Star,Negative
3222,B00001W0J3,1.0,A28W4GWV6EEKJY,"It was cute, but too small for my 15 month old, even though she's really tiny. The material felt very scratchy. All in all, not worth the price or the time.","Was cute, but scratchy",Negative
20781,B0000865JR,1.0,AUWWO29UV77P4,These hose would not fit someone more than a size 4 total waste of $$$!,... not fit someone more than a size 4 total waste of $$$,Negative
3224,B00001W0J3,2.0,A3R53B8Q5FE6R2,"This was very cute on my daughter but was very, very cheap. All the material was super thin as well. I would not buy this again and would not recommend it.",Cheap,Negative
7421,B00006XXGO,2.0,A2T67KAR8K2LE3,"They look nice but don't fit. I asked  for a 8.5 womens & was sent 8.5 mens. Very dissatisfied :(
.",They look nice but don't fit,Negative
7420,B00006XXGO,1.0,A1LAYKQCTKPVR8,"The soles of these shoes are starting to come apart, I wear these all the time and have never done this",The soles of these shoes are starting to come apart ...,Negative
20780,B0000865JR,2.0,A3FSM3X3SSBB45,too hard to put on,Two Stars,Negative
24691,B0000891IO,1.0,A3O0DYHJA9L0HU,"Unfortunately, the color, ""barely there"" expected to be nude/near nude was a brown in color. Must return.",One Star,Negative
18106,B00007GDAL,1.0,A31HSER0SVMU19,"This is the second Buxton wallet I have purchased over the last 3 months and neither one work as well as my old workhorse Buxton wallet of 15 years. I just went back to the oldest wallet because it holds the all of the cards I need, is smaller in the purse, and fits into my pocket when I want it to. The oldest one is much more efficient. The problem with this wallet is that I could only fill the credit card area partially because they got too tight and the flap would not buckle. I could not put too many bills in the wallet and less than a dollar in change because the clasp would not connect. After less than a month of use I was totally frustrated. Then one day one of the clasps on the change part broke off. I paid nearly $35 for this wallet and no longer use it. It looks great, but is not functional. I am back to my original Buxton, a bit beat up, but extremely functional. It holds more than either of the larger wallets I purchased. I love the zipper design.",Poor workmanship and design.,Negative
27398,B000089V7W,1.0,A2FD2N9KL3PR5F,"Purchased black converse size 12 with white trim (selection was available in color and size as was described by photo).  What we received was black on black monotone.  We went back to reorder, made our selection and proceeded to cart.  Cart showed something black on black again...(not what we selected!).",Check your selection in cart...it gets switched!,Negative
11460,B00006XXGO,2.0,A2S9TSVHWS6H0R,Couldn't understand the size chart and got them too big now have no idea how to return them,Two Stars,Negative
3233,B00001W0J3,2.0,A1TENPUB9U9PN4,"A very well made costume, but this really fit closer to a 9 month outfit.  I would really recommend a larger size, especially if using for Trick or Treating, and needing extra layers for warmth.",Size Runs Very Small,Negative
13679,B00006XXGO,2.0,A3CXW25E18X086,I've had a million Chuck Taylors All Stars in my life ever since I was a little kid in fact and I've been wearing them since but these ones where the worst ones I've ever had I always get 10 and a half because Chuck Taylors run big I'm usually in 11 but these were so small they were pinching my pinky toes and rubbing my heels so I had to return them which I was kind of upset about and decided not to buy new ones for at least a while so hopefully quality control goes up at least I was able to return them and get my money back,Worst chucks I've ever had,Negative
20776,B0000865II,1.0,AR5P1MIWZOOPI,"I bought the correct size for my height and weight, yet they do not come close to fitting. The legs were too short in comparison to the long torso section. I'm quite disappointed with this product.",I'm quite disappointed with this product,Negative
10828,B000072US4,1.0,A9EHXZQZOKUV3,You can tell by the lack of a size on the bottom of the shoe and they were made in China not indonesia,FAKE,Negative
4707,B00004U3LF,1.0,AE0S83X7V529W,"Maybe worth 10.00 but certainly not 40.00, material of entire costume is extremely low quality.  Not worth the price",Not worth the price,Negative
7384,B00006XXGO,1.0,A2FCPRRGXA19Z7,I ordered size 9 and it seems 10! TOO LARGE!,One Star,Negative
26207,B0000891KM,2.0,AECL0D7INRULO,1 pair ripped on FIRST use,Ripped,Negative
20752,B0000865II,2.0,A2EYGUL77NNFWT,average height ladies does not work.....poor fitting....ok but not a good fit .....would not buy again,Not a good fit,Negative
7355,B00006XXGO,2.0,A22CVCX2SUN6CG,"These were my first pair of Converse. I'm going to have to assume these are not reflective of the brand overall because uh, these were among the more uncomfortable shoes I have ever worn in my life. They seemed to fit as expected. Roomy in the toe, not at all difficult to get on, expectedly snug around the ankle. But I found it was more comfortable to stand on my hard wood floor in SOCKS than it was to stand around in these shoes.

I'm not entirely sure whose idea it was to put a hard layer of stitching right on the back of the ankle, but THIS IS THE WORST THING. My first time wearing them I walked to dinner and back in them - no more than an hour round trip - and on the way back I could barely walk right because the shoes had already torn the skin off the backs of my ankles. Through my socks. I have of course had to wear in shoes before, but you can't wear in something you're afraid to put on again.

They do look good. It's a classic sneaker look. But there are plenty of other shoes that look good and feel better.",Converse? I'm not Converted.,Negative
